location,severity_rating5_4,severity_rating5_5,intersection_N,intersection_Y,alcohol_involved_N,alcohol_involved_Y,hazmat_involved_N,hazmat_involved_Y,hs_collision_type_1,hs_collision_type_2,hs_collision_type_3,hs_collision_type_4,hs_collision_type_5,hs_collision_type_6,hs_collision_type_7,hs_collision_type_8,hs_collision_type_9,crash_type_1.0,crash_type_2.0,crash_type_3.0,crash_type_4.0,crash_type_5.0,crash_type_6.0,crash_type_7.0,crash_type_8.0,crash_type_9.0,crash_type_10.0,crash_type_11.0,crash_type_12.0,crash_type_13.0,crash_type_14.0,crash_type_15.0,crash_type_16.0,crash_type_99.0,road_sys_code_0,road_sys_code_1,road_sys_code_2,road_sys_code_3,road_sys_code_4,road_sys_code_5,road_sys_code_6,road_sys_code_7,road_sys_code_8,road_sys_code_9,road_sys_code_10,road_horiz_align_code_0.0,road_horiz_align_code_1.0,road_horiz_align_code_2.0,road_horiz_align_code_3.0,road_grade_code_0.0,road_grade_code_4.0,road_grade_code_5.0,road_grade_code_6.0,road_grade_code_7.0,road_grade_code_8.0,road_surf_code_0.0,road_surf_code_1.0,road_surf_code_2.0,road_surf_code_3.0,road_surf_code_5.0,road_surf_code_99.0,surf_cond_code_0.0,surf_cond_code_1.0,surf_cond_code_2.0,surf_cond_code_3.0,surf_cond_code_4.0,surf_cond_code_5.0,surf_cond_code_6.0,surf_cond_code_7.0,surf_cond_code_9.0,surf_cond_code_99.0,light_cond_code_0.0,light_cond_code_1.0,light_cond_code_2.0,light_cond_code_3.0,light_cond_code_4.0,light_cond_code_5.0,light_cond_code_6.0,light_cond_code_7.0,environ_cond_code_0.0,environ_cond_code_1.0,environ_cond_code_2.0,environ_cond_code_3.0,environ_cond_code_4.0,environ_cond_code_5.0,environ_cond_code_6.0,environ_cond_code_7.0,environ_cond_code_8.0,environ_cond_code_9.0,environ_cond_code_10.0,environ_cond_code_99.0,road_median_code_0.0,road_median_code_1.0,road_median_code_2.0,road_median_code_3.0,road_median_code_4.0,road_median_code_5.0,road_median_code_99.0,temp_traffic_zone_0.0,temp_traffic_zone_1.0,temp_traffic_zone_2.0,temp_traffic_zone_3.0,temp_traffic_zone_4.0,temp_traffic_zone_5.0,posted_speed_0.0,posted_speed_2.0,posted_speed_3.0,posted_speed_4.0,posted_speed_5.0,posted_speed_10.0,posted_speed_15.0,posted_speed_20.0,posted_speed_25.0,posted_speed_26.0,posted_speed_28.0,posted_speed_30.0,posted_speed_35.0,posted_speed_36.0,posted_speed_40.0,posted_speed_45.0,posted_speed_47.0,posted_speed_50.0,posted_speed_55.0,posted_speed_56.0,posted_speed_60.0,posted_speed_65.0,first_harmful_event_0.0,first_harmful_event_1.0,first_harmful_event_2.0,first_harmful_event_3.0,first_harmful_event_5.0,first_harmful_event_6.0,first_harmful_event_7.0,first_harmful_event_9.0,first_harmful_event_11.0,first_harmful_event_12.0,first_harmful_event_13.0,first_harmful_event_14.0,first_harmful_event_19.0,first_harmful_event_21.0,first_harmful_event_22.0,first_harmful_event_23.0,first_harmful_event_24.0,first_harmful_event_26.0,first_harmful_event_27.0,first_harmful_event_28.0,first_harmful_event_29.0,first_harmful_event_30.0,first_harmful_event_39.0,first_harmful_event_41.0,first_harmful_event_42.0,first_harmful_event_43.0,first_harmful_event_44.0,first_harmful_event_45.0,first_harmful_event_46.0,first_harmful_event_47.0,first_harmful_event_48.0,first_harmful_event_49.0,first_harmful_event_50.0,first_harmful_event_51.0,first_harmful_event_52.0,first_harmful_event_53.0,first_harmful_event_54.0,first_harmful_event_55.0,first_harmful_event_56.0,first_harmful_event_57.0,first_harmful_event_58.0,first_harmful_event_59.0,first_harmful_event_60.0,first_harmful_event_61.0,first_harmful_event_62.0,first_harmful_event_69.0,first_harmful_event_99.0,flg_cell_in_use_N,flg_cell_in_use_Y
CAMDEN-CLEMENTON BORO,0.03125,0.05,0.008928571428571428,0.07894736842105263,0.029411764705882353,0.09090909090909091,0.0320855614973262,0.0,0.030303030303030304,0.047619047619047616,0.0,0.0,0.0,0.0,0.06451612903225806,0.0,0.0,0.0,0.0,0.125,0.06666666666666667,0.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.029850746268656716,0.0,0.0,0.0,0.0,0.0,0.0,0.08695652173913043,0.0,0.0,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.04242424242424243,0.0,0.0,0.05,0.03246753246753247,0.0,0.25,0.0,0.0,0.0,0.0625,0.0335195530726257,0.0,0.0,0.0,0.0,0.03048780487804878,0.08695652173913043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022727272727272728,0.0,0.5,0.0,0.0,0.04477611940298507,0.0,0.0,0.03680981595092025,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08045977011494253,0.0,0.5,0.03314917127071823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.0,0.10714285714285714,0.07407407407407407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09859154929577466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.032432432432432434,0.0
CAMDEN-COLLINGSWOOD BORO,0.0703125,0.016666666666666666,0.04464285714285714,0.06578947368421052,0.058823529411764705,0.0,0.0481283422459893,0.0,0.015151515151515152,0.047619047619047616,0.0,0.0,0.0,0.0,0.1935483870967742,0.0,0.0,0.0,0.0,0.08333333333333333,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.014925373134328358,0.0,0.0,0.0,0.0,0.0,0.0,0.10869565217391304,0.0,0.0,0.09259259259259259,0.0,0.0,0.0,0.0,0.0,0.05555555555555555,0.05454545454545454,0.0,0.0,0.1,0.05194805194805195,0.0,0.0,0.0,0.0,0.0,0.0625,0.05027932960893855,0.0,0.0,0.0,0.0,0.04878048780487805,0.08695652173913043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10227272727272728,0.0,0.0,0.0,0.0,0.0,0.03571428571428571,0.0,0.049079754601226995,0.0625,0.0,0.0,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0625,0.0,0.05747126436781609,0.0,0.0,0.055248618784530384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0364963503649635,0.0,0.0,0.125,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015873015873015872,0.0,0.0,0.04225352112676056,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04864864864864865,0.0
CAMDEN-GIBBSBORO BORO,0.015625,0.0,0.008928571428571428,0.013157894736842105,0.011764705882352941,0.0,0.0053475935828877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06451612903225806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.037037037037037035,0.0,0.0,0.0,0.0,0.0,0.0,0.006060606060606061,0.2,0.0,0.0,0.012987012987012988,0.0,0.0,0.0,0.0,0.0,0.0,0.0111731843575419,0.0,0.0,0.0,0.0,0.0,0.08695652173913043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011363636363636364,0.0,0.0,0.0,0.0,0.014925373134328358,0.0,0.0,0.006134969325153374,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022988505747126436,0.0,0.0,0.011049723756906077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0072992700729927005,0.0,0.0,0.0,0.0,0.0,0.03571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333
CAMDEN-GLOUCESTER CITY,0.125,0.03333333333333333,0.14285714285714285,0.02631578947368421,0.023529411764705882,0.6363636363636364,0.09090909090909091,0.0,0.015151515151515152,0.09523809523809523,0.0,0.13513513513513514,0.0,0.0,0.1935483870967742,0.0,0.0,0.058823529411764705,0.8571428571428571,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.1111111111111111,0.16666666666666666,0.0,0.014925373134328358,0.0,0.0,0.0,0.0,0.0,0.4,0.06521739130434782,0.034482758620689655,0.0,0.018518518518518517,0.0,0.0297029702970297,0.0,0.0,0.0,0.0,0.10909090909090909,0.0,0.0,0.0,0.1168831168831169,0.0,0.0,0.0,0.0,0.0,0.0,0.1005586592178771,0.0,0.0,0.0,0.0,0.0975609756097561,0.08695652173913043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.0,0.25,0.125,0.0625,0.05970149253731343,0.10714285714285714,0.0,0.09815950920245399,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.275,0.0,0.0625,0.017543859649122806,0.05747126436781609,0.0,0.0,0.09944751381215469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029197080291970802,0.0,0.0,0.0,0.0,0.0,0.0,0.18518518518518517,0.0,0.0,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015873015873015872,0.0,0.0,0.11267605633802817,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0918918918918919,0.0
CAMDEN-GLOUCESTER TWP,0.1640625,0.35,0.29464285714285715,0.11842105263157894,0.1764705882352941,0.5454545454545454,0.2192513368983957,0.0,0.10606060606060606,0.12698412698412698,0.3333333333333333,0.5675675675675675,0.0,0.0,0.0967741935483871,0.0,0.0,0.1764705882352941,0.14285714285714285,0.16666666666666666,0.06666666666666667,0.0,0.06666666666666667,0.16666666666666666,0.0,0.0,0.3333333333333333,0.4444444444444444,0.3333333333333333,0.11940298507462686,0.0,0.0,0.0,0.2,0.0,0.0,0.3913043478260869,0.13793103448275862,0.0,0.3333333333333333,0.0,0.019801980198019802,0.0,0.0,0.0,0.2777777777777778,0.21212121212121213,0.2,0.2,0.1,0.2142857142857143,0.5,0.75,0.0,0.0,0.0,0.5,0.18994413407821228,0.0,0.0,0.0,0.0,0.20121951219512196,0.3913043478260869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23863636363636365,0.0,0.5,0.0,0.4375,0.13432835820895522,0.10714285714285714,0.0,0.19631901840490798,0.5625,0.0,0.0,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.325,0.0,0.375,0.017543859649122806,0.25287356321839083,0.0,0.0,0.22651933701657456,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014598540145985401,0.0,0.0,0.0,0.4090909090909091,1.0,0.03571428571428571,0.2962962962962963,0.0,0.02127659574468085,0.625,0.0,1.0,0.2,0.0,0.5,0.0,0.0,0.4444444444444444,0.1111111111111111,0.1111111111111111,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.1971830985915493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.5,0.0,0.22162162162162163,0.0
CAMDEN-HADDON HEIGHTS BORO,0.0234375,0.06666666666666667,0.0625,0.0,0.029411764705882353,0.09090909090909091,0.0320855614973262,0.0,0.030303030303030304,0.015873015873015872,0.0,0.08108108108108109,0.0,0.0,0.03225806451612903,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.06666666666666667,0.08333333333333333,0.0,0.0,0.0,0.05555555555555555,0.0,0.029850746268656716,0.0,0.0,0.0,0.0,0.0,0.12,0.06521739130434782,0.0,0.0,0.0,0.0,0.009900990099009901,0.0,0.0,0.0,0.05555555555555555,0.03636363636363636,0.0,0.0,0.0,0.03896103896103896,0.0,0.25,0.0,0.0,0.0,0.0,0.03910614525139665,0.0,0.0,0.0,0.0,0.03048780487804878,0.08695652173913043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045454545454545456,0.0,0.25,0.0,0.0,0.029850746268656716,0.0,0.0,0.03067484662576687,0.0625,0.0,0.0,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07500000000000001,0.0,0.0,0.0,0.04597701149425287,0.0,0.0,0.03314917127071823,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0072992700729927005,0.0,0.0,0.0,0.09090909090909091,0.0,0.03571428571428571,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.031746031746031744,0.0,0.0,0.04225352112676056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.032432432432432434,0.0
CAMDEN-HADDON TWP,0.0625,0.05,0.08035714285714285,0.02631578947368421,0.052941176470588235,0.09090909090909091,0.053475935828877004,0.0,0.030303030303030304,0.047619047619047616,0.0,0.05405405405405406,0.14285714285714285,0.0,0.0967741935483871,0.0,0.0,0.11764705882352941,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1388888888888889,0.0,0.029850746268656716,0.125,0.0,0.0,0.0,0.0,0.0,0.15217391304347827,0.0,0.0,0.037037037037037035,0.0,0.019801980198019802,0.0,0.0,0.0,0.05555555555555555,0.06060606060606061,0.0,0.0,0.0,0.07142857142857144,0.0,0.0,0.0,0.0,0.0,0.0,0.0558659217877095,0.0,0.3333333333333333,0.0,0.0,0.06097560975609756,0.043478260869565216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05681818181818182,0.0,0.0,0.0,0.0,0.08955223880597014,0.0,0.0,0.06134969325153374,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.25,0.0,0.0,0.05747126436781609,0.0,0.0,0.055248618784530384,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029197080291970802,0.0,0.0,0.0,0.045454545454545456,0.0,0.0,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015873015873015872,0.0,0.0,0.07042253521126761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05405405405405406,0.0
CAMDEN-HADDONFIELD BORO,0.0234375,0.0,0.017857142857142856,0.013157894736842105,0.01764705882352941,0.0,0.010695187165775399,0.0,0.015151515151515152,0.015873015873015872,0.0,0.02702702702702703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029850746268656716,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.037037037037037035,0.0,0.009900990099009901,0.0,0.0,0.0,0.0,0.01818181818181818,0.0,0.0,0.0,0.01948051948051948,0.0,0.0,0.0,0.0,0.0,0.0,0.01675977653631285,0.0,0.0,0.0,0.0,0.012195121951219513,0.043478260869565216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022727272727272728,0.0,0.0,0.0,0.0,0.0,0.03571428571428571,0.0,0.018404907975460124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.034482758620689655,0.0,0.0,0.016574585635359115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021897810218978103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028169014084507043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010810810810810811,0.0
CAMDEN-LAUREL SPRINGS BORO,0.0078125,0.016666666666666666,0.0,0.02631578947368421,0.011764705882352941,0.0,0.0053475935828877,0.0,0.0,0.031746031746031744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.014925373134328358,0.0,0.0,0.0,0.0,0.0,0.0,0.043478260869565216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012121212121212121,0.0,0.0,0.0,0.012987012987012988,0.0,0.0,0.0,0.0,0.0,0.0,0.0111731843575419,0.0,0.0,0.0,0.0,0.012195121951219513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011363636363636364,0.0,0.0,0.0,0.0,0.014925373134328358,0.0,0.0,0.012269938650306749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022988505747126436,0.0,0.0,0.011049723756906077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015873015873015872,0.0,0.0,0.014084507042253521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005405405405405406,0.0
CAMDEN-LAWNSIDE BORO,0.0234375,0.0,0.026785714285714284,0.0,0.0,0.13636363636363635,0.010695187165775399,0.0,0.0,0.0,0.0,0.08108108108108109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01818181818181818,0.0,0.0,0.0,0.012987012987012988,0.125,0.0,0.0,0.0,0.0,0.0,0.01675977653631285,0.0,0.0,0.0,0.0,0.012195121951219513,0.043478260869565216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022727272727272728,0.0,0.0,0.0,0.0,0.014925373134328358,0.0,0.0,0.018404907975460124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07500000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.016574585635359115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0072992700729927005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041666666666666664,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010810810810810811,0.0
CAMDEN-LINDENWOLD BORO,0.0546875,0.06666666666666667,0.04464285714285714,0.07894736842105263,0.052941176470588235,0.09090909090909091,0.053475935828877004,0.0,0.015151515151515152,0.09523809523809523,0.0,0.05405405405405406,0.0,0.0,0.03225806451612903,0.0,1.0,0.0,0.0,0.08333333333333333,0.06666666666666667,0.0,0.06666666666666667,0.08333333333333333,0.5,0.0,0.0,0.027777777777777776,0.0,0.029850746268656716,0.125,0.0,0.0,0.1,0.0,0.0,0.08695652173913043,0.0,0.0,0.1111111111111111,0.0,0.009900990099009901,0.0,0.0,0.0,0.1111111111111111,0.05454545454545454,0.0,0.0,0.05,0.05844155844155845,0.0,0.25,0.0,0.0,0.0,0.0625,0.0558659217877095,0.0,0.0,0.0,0.0,0.06097560975609756,0.043478260869565216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05681818181818182,0.0,0.0,0.125,0.0,0.05970149253731343,0.03571428571428571,0.0,0.05521472392638037,0.0625,0.0,0.0,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.0,0.0,0.03508771929824561,0.09195402298850575,0.0,0.0,0.06077348066298342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0364963503649635,1.0,0.0,0.0,0.0,0.0,0.17857142857142855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015873015873015872,1.0,0.0,0.09859154929577466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04864864864864865,0.3333333333333333
CAMDEN-MAGNOLIA BORO,0.3125,0.03333333333333333,0.13392857142857142,0.35526315789473684,0.24705882352941178,0.0,0.2192513368983957,0.0,0.030303030303030304,0.49206349206349204,0.0,0.02702702702702703,0.0,0.0,0.25806451612903225,0.0,0.0,0.6470588235294118,0.0,0.625,0.26666666666666666,0.0,0.06666666666666667,0.16666666666666666,0.0,0.0,0.0,0.05555555555555555,0.0,0.07462686567164178,0.25,0.0,0.0,0.0,0.0,0.0,0.6086956521739131,0.0,0.0,0.25925925925925924,0.0,0.0,0.0,0.0,0.0,0.0,0.24848484848484848,0.2,0.0,0.0,0.27272727272727276,0.0,0.0,0.0,0.0,0.0,0.0,0.2346368715083799,0.0,0.0,0.0,0.0,0.22560975609756098,0.17391304347826086,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.3068181818181818,0.0,0.5,0.25,0.0625,0.14925373134328357,0.0,0.0,0.2392638036809816,0.1875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48275862068965514,0.0,0.0,0.22651933701657456,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021897810218978103,0.0,0.0,0.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015873015873015872,0.0,0.0,0.5492957746478874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.22162162162162163,0.0
CAMDEN-MERCHANTVILLE BORO,0.0078125,0.016666666666666666,0.0,0.02631578947368421,0.011764705882352941,0.0,0.0053475935828877,0.0,0.0,0.015873015873015872,0.0,0.0,0.0,0.0,0.03225806451612903,0.0,0.0,0.0,0.0,0.041666666666666664,0.0,0.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.037037037037037035,0.0,0.0,0.0,0.0,0.0,0.0,0.012121212121212121,0.0,0.0,0.0,0.012987012987012988,0.0,0.0,0.0,0.0,0.0,0.0625,0.00558659217877095,0.0,0.0,0.0,0.0,0.012195121951219513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011363636363636364,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.012269938650306749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022988505747126436,0.0,0.0,0.011049723756906077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0072992700729927005,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028169014084507043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005405405405405406,0.0
